1970,Tyrone Davis,Turn Back The Hands Of Time,2X0LKiH4FYW0FIM16dDzrm
1970,Mungo Jerry,In The Summertime,3RNyGLgSvmVRZ7xKUp8Wgd
1970,R. Dean Taylor,Indiana Wants Me,4DaU475C0Y9Dxevsxk7ddf
1970,Rare Earth,(I Know) I'm Losing You,6WkSI65IeEjIZenpmsGBqZ
1970,Bobby Sherman,Easy Come, Easy Go,4Ht8wlFBxdNiQQSdWTBOik
1970,Four Tops,Still Water (Love),5feUxmo1qphxusEo1N9GRt
1970,Chicago,Make Me Smile,14vDlv40PzpXKBo6qmht6M
1970,Frijid Pink,House Of The Rising Sun,6DU7X9yhp4xgkhNHJxgEOZ
1970,Chicago,25 Or 6 To 4,7GqIDx2QVGOpd4r1fZaUUW
1970,White Plains,My Baby Loves Lovin',58uiNKZ1w4B89gHRfRLeJJ
1970,Brotherhood Of Man,United We Stand,7zprGKxSOueSzoB4qjgM4U
1970,Carpenters,We've Only Just Begun,7nXZCcFAy1oCKQG2SqLszv
1970,Mark Lindsay,Arizona,2RtmMC4btQbvQ9w5KxPZpy
1970,James Taylor,Fire And Rain,1oht5GevPN9t1T3kG1m1GO
1970,Gene Chandler,Groovy Situation,59o0HNLC4y1RLVwuOoWtsg
1970,Santana,Evil Ways,5tmrnhMxx39jnu3kjopMdP
1970,The Guess Who,No Time,29HbvYjzl95cYA4wGIhFCd
1970,B.J. Thomas,I Just Can't Help Believing,2mGJMdakHHtxIBbfigtiQD
1970,Mountain,Mississippi Queen,4vO9dmzNRqDhFY3jD1a3P7
1970,Ike & Tina Turner & The Ikettes,I Want To Take You Higher,2W93VKSfWw1evp7FSbHNd1
1970,Christie,Yellow River,4VnzKUBMB6cvog8Jvv1few
1970,100 Proof Aged in Soul,Somebody's Been Sleeping,4zyIjRQy1VruJmtocTxJ3D
1970,Robin McNamara,Lay A Little Lovin' On Me,5XGx66mt1T7InKGOQWvRR1
1970,The Supremes,Up The Ladder To The Roof,2sHahlW8ib7C7GkuV39tKR
1970,The Temptations,Psychedelic Shack,5kx4xMErn45NZvEChKiqdo
1970,Tom Jones,Without Love (There Is Nothing),58M0NPuQLw5RXso2Sx3ty5
1970,Crosby, Stills, Nash & Young,Woodstock,2iqKVzMZpyUVPwxIVaQkhm
1970,Dionne Warwick,I'll Never Fall In Love Again,1MHgV79MSYE6ymNlGa3bRY
1970,B.B. King,The Thrill Is Gone,3cg0dJfrQB66Qf2YthPb6G
1970,Glen Campbell,It's Only Make Believe,2eot2orcEQn5wR11DSVcbO
1970,Aretha Franklin,Call Me,1JEFsHZxUy24AvyC49GKVj
1971,Three Dog Night,Joy To The World,1VZ04sZSpTet7wVMyZphA8
1971,Bee Gees,How Can You Mend A Broken Heart,1jy0RbDHyBMTupSdc98XbG
1971,Donny Osmond,Go Away Little Girl,6SvOdNsEfi7EDB0oFtH3YG
1971,The Temptations,Just My Imagination (Running Away With Me),39Bd345OWEhRNyfayhp9gv
1971,Al Green,Tired Of Being Alone,3WTAXzXvfkJv70KWRtnG40
1971,The Honey Cone,Want Ads,6OqrD7gGlfAxyFWLBaubDZ
1971,Cornelius Brothers & Sister Rose,Treat Her Like A Lady,7tZrbBY6GGBf9d7EhjmasH
1971,The Rolling Stones,BROWN SUGAR,61UuPxxYUvacEH6SHIK3sU
1971,James Taylor,You've Got A Friend,69l8nFPu0LWmnoJX7YSVYc
1971,Jean Knight,Mr. Big Stuff,2Bls0igCm79XQQ95IoUbhq
1971,Lee Michaels,Do You Know What I Mean,0X2ckklp0uln3TRUH7JTpN
1971,Joan Baez,The Night They Drove Old Dixie Down,0uHYplBhwLYey7f9qAmnSM
1971,Marvin Gaye,What's Going On,6fTfSdpRLafrc8M3bhnAwf
1971,Five Man Electrical Band,Signs,2HvrMTzyHBRCeNyoMJfvHP
1971,Tom Jones,She's A Lady,2n55LeurWJCZAQOgKvNJDn
1971,Jerry Reed,Amos Moses,7zVZF0OgDJkFJohnlKwEpa
1971,Carpenters,Superstar,1Gv6f7m5ZNDcInxGA8PsLS
1971,Ocean,Put Your Hand In The Hand,7fwa5I8SycGBpw2jOZ0L7m
1971,Carpenters,For All We Know,5llfFWv1tH61nENrsjg3KZ
1971,Gordon Lightfoot,If You Could Read My Mind,57ct8jKi6trntXiRV0NnXi
1971,Sammi Smith,Help Me Make It Through The Night,2XWmbwp9FBAaFcSE9BLQzc
1971,Jackson 5,Never Can Say Goodbye,59Rn3cbfrBjhHzXTG9BcUT
1971,Lynn Anderson,Rose Garden,5TBn5BUiC731JytZDUZZmp
1971,Hamilton, Joe Frank & Reynolds,Don't Pull Your Love,7tJsTykoo4Jk5JguHTx9W7
1971,Ringo Starr,It Don't Come Easy,4RFqi5JQduiSlRZCVlUDGH
1971,Nitty Gritty Dirt Band,Mr. Bojangles,3cq6mwsjgygbwRIi9wVPGv
1971,The Dramatics,Whatcha See Is Whatcha Get,5lYpHO6ZO4Shys3GD8rav6
1971,Carly Simon,That's The Way I've Always Heard It Should Be,4jkn5PRfAJoKfXF0OPL7n7
1971,Stevie Wonder,If You Really Love Me,6Axz5VSkc4Bs8eXWQxnynE
1971,Aretha Franklin,Spanish Harlem,0sQ594D1EuU66VDdtHBE6j
1971,Aretha Franklin,Bridge Over Troubled Water,5YD86vWLu1YqR818b1GADO
1971,Tommy James,Draggin' The Line,5KcWjNtUm8gnNEMsfAYxlt
1971,Ike & Tina Turner,Proud Mary,3adwX4QxU4MvOotGqCqS7O
1971,Stampeders,Sweet City Woman,52SCT6ImFklqEhH21lgErO
1971,Bread,If,40W8Mm9t3ZO1iNQlls35lL
1971,Marvin Gaye,Mercy, Mercy Me (The Ecology),3IDc87lrpEHWFBASmgTgFV
1971,Freda Payne,Bring The Boys Home,5R84QoGVQuD4dP8Xyh0rtQ
1971,Rare Earth,I Just Want To Celebrate,4iW98ZK1gNzcXmQ5TgTD9X
1971,Delaney & Bonnie & Friends,Never Ending Song Of Love,3zCzffrOzTrqXggqCouSlT
1971,Freddie Hart,Easy Loving,3AeCHET2y2TIF3z4EFJElR
1971,Three Dog Night,Liar,4NLKJfFJl19CnJaEGMGjhl
1971,Cat Stevens,Wild World,2aC12k76VBnxD629rmimR6
1971,Jerry Reed,When You're Hot, You're Hot,6sykijVtS1m8vxLnkKXrJ5
1971,Olivia Newton-John,If Not For You,2AAlmeU8WV5xQOP5oNFrRi
1971,King Floyd,Groove Me,0gtTfaz5zzbJA28Ypu7k0W
1971,Bobby Goldsboro,Watching Scotty Grow,6UWyHvsLmA1sRv1wwJORM2
1971,Matthews' Southern Comfort,Woodstock,7IwFA0HPOBCoQT5qzP0jDN
1971,Judy Collins,Amazing Grace,2OUlsjE0UMxMSaU9l2avEi
1971,Bee Gees,Lonely Days,7uLKyipL5WfndsHMRSGEUS
1971,Denise LaSalle,Trapped By A Thing Called Love,4hSrsPJxHOrGTD6I3HcCRe
1971,Jackson 5,Mama's Pearl,20a2Sdul23BOafd2X37Dlv
1971,The Partridge Family,I Woke Up In Love This Morning,4NfNr2aOxfZkkDHue5gjKf
1971,Gladys Knight And The Pips,If I Were Your Woman,6P9lrRZcQIUWiuOxff3khD
1971,Paul Stookey,Wedding Song (There Is Love),3bwgcbZwEVnRP0JMwKVYCa
1971,Richie Havens,Here Comes The Sun,2B3FcoKDhFmoM09tDlGBr9
1971,Wadsworth Mansion,Sweet Mary,2MtvFTVy5qjzKe6ytzfcBv
1971,Brenda & The Tabulations,Right On The Tip Of My Tongue,0EocUlMbfRJlO1ieFjgZGB
1971,The Doors,Riders On The Storm,14XWXWv5FoCbFzLksawpEe
1971,Perry Como,It's Impossible,43qhyYc23jLct4VYPF8RrJ
1972,Gilbert O'Sullivan,Alone Again (Naturally),37HoqE8VxehSXvthcEGOhO
1972,Nilsson,Without You,6MrILERJLA3Jcq0E9poZsp
1972,Joe Tex,I Gotcha,3t5caUWBhKDgy1ypsxRcg4
1972,Bill Withers,Lean On Me,3M8FzayQWtkvOhqMn2V4T2
1972,Mac Davis,Baby Don't Get Hooked On Me,4z51Gf7Ppt9Lmu5zmnUIz9
1972,Melanie,Brand New Key,7da5B9d2oVV16YSzXVxmrR
1972,Wayne Newton,Daddy Don't You Walk So Fast,3QCATKyR7mzqvQB750qNxs
1972,Al Green,Let's Stay Together,2urwWshyKW7dlNCsf8H005
1972,Looking Glass,Brandy (You're A Fine Girl),2BY7ALEWdloFHgQZG6VMLA
1972,Chi-Lites,Oh Girl,1clImNojym4goNxc3Sbdd2
1972,Gallery,Nice To Be With You,2F2kEqXxjIDu12u4KbLjQC
1972,Chuck Berry,My Ding-A-Ling,2L8mIvM1OwkJyGb3WwDFT3
1972,Neil Young,Heart Of Gold,1Q1b8eVkUPGlpSArl8JAVw
1972,The Stylistics,Betcha By Golly, Wow,6TrZdWmmsJTLjkka3tBZwB
1972,The Staple Singers,I'll Take You There,5YLnfy7R2kueN0BRPkjiEG
1972,Michael Jackson,Ben,0dbktYplxjma3AHQAgCzCz
1972,War,Slippin' Into Darkness,1jcTfIiBUz35bBqgHYItP6
1972,America,A Horse With No Name,54eZmuggBFJbV7k248bTTt
1972,Neil Diamond,Song Sung Blue,4FZ8wtTaOAbYvyChBt4GEQ
1972,Hot Butter,Popcorn,6Z5wWOqBfk4G3bP1KF2Vbj
1972,The Main Ingredient,Everybody Plays The Fool,3DkqEHCCqlkknDfksHWWu0
1972,Climax,Precious And Few,7uuM0HwvCG20e5ttu6ugmP
1972,The Moody Blues,Nights In White Satin,6L5BZEcZmD6RBJnimzlyKr
1972,Raspberries,Go All The Way,75GQIYnRaBg7ndHxhfYuQy
1972,Cornelius Brothers & Sister Rose,Too Late To Turn Back Now,2jimSjUJX6iWaDnsCeHgiS
1972,The O'Jays,Back Stabbers,4TprbCwmUDKUskRD6KCSGs
1972,Jonathan Edwards,Sunshine,3Xd39NB1rifow2RDNVgSFp
1972,Badfinger,Day After Day,2XKW8CH8nRZH9cF2DNjBHN
1972,Elton John,Rocket Man,3gdewACMIVMEWVbyb8O9sY
1972,Michael Jackson,Rockin' Robin,2aadUB2b4hugbdIPU8Aypk
1972,Daniel Boone,Beautiful Sunday,6DqNZJ4hhBYd8qj9WbpSTJ
1972,Dennis Coffey & The Detroit Guitar Band,Scorpio,1P8lIrb4yLlg1nzAjhhcfi
1972,Cat Stevens,Morning Has Broken,3BqqF8suAIzW8655yJfcvh
1972,Rick Nelson,Garden Party,7pzVg3DrKbo8JMJFCHsMQ9
1972,Johnny Nash,I Can See Clearly Now,2FS9HJtu9giWPwVyMk0KFw
1972,Elvis Presley,Burning Love,7zMUCLm1TN9o9JlLISztxO
1972,Betty Wright,Clean Up Woman,6uqTETWok9npbL4c9cuLVh
1972,Argent,Hold Your Head Up,3vfIv3pvYlLOa0wKIEuqFn
1972,Bread,Everything I Own,52VIdyKqp1pJRSyUQaxKUA
1972,The Dramatics,In The Rain,6aKFAhG7hCy71wLDMKjP5G
1972,Al Green,Look What You Done For Me,6v00ytVTUOSemGEgJscyE3
1972,Roberta Flack & Donny Hathaway,Where Is The Love,65ADTP6Q8mratfOIeKHp7e
1972,T. Rex,Bang A Gong (Get It On),0tK1Ya57nOsgD0nGndjpdI
1972,Paul Simon,Mother And Child Reunion,5vZ1BKMSLgrxxPYGMR904n
1972,Al Green,I'm Still In Love With You,7muRC5R9vqXncuEL2YMs0n
1972,Derek & The Dominos,Layla,2kkvB3RNRzwjFdGhaUA0tz
1972,Aretha Franklin,Day Dreaming,7L4G39PVgMfaeHRyi1ML7y
1972,Three Dog Night,Black And White,4XcUADpOth9Wroq5EVMFJq
1972,Carpenters,Hurting Each Other,4wGKFjv7PUEZJsRk79wNKu
1972,Nilsson,Coconut,4o5GyaeGMgDsrclBsL3au7
1972,Beverly Bremers,Don't Say You Don't Remember,2yb8jAFj1cOj3CBI66jN78
1972,Donny Osmond,Puppy Love,7HWH4kGaHR3ZwKNFPT4dSW
1972,Jim Croce,You Don't Mess Around With Jim,5yrsBzgHkfu2idkl2ILQis
1972,Commander Cody & His Lost Planet Airmen,Hot Rod Lincoln,2sZjmnS1BSoc1svOu5P8LM
1972,Apollo 100,Joy,5xwmLfRd5kLb6XohkIqNV2
1972,Carly Simon,Anticipation,0rLRrCTqWVMgv1DpMBSezw
1972,Three Dog Night,Never Been To Spain,1ea0gxqYCcI6sGXrqyCb8I
1972,Alice Cooper,School's Out,5Z8EDau8uNcP1E8JvmfkZe
1972,Chicago,Saturday In The Park,4OJFkrRQqol4FsPesF8eu4
1972,Joe Simon,Drowning In The Sea Of Love,0ccQoLBxhOTg6PYUIoSix9
1972,Bill Withers,Use Me,4gRA0i5sxx3jAhHaVjPnUN
1972,Sly & The Family Stone,Family Affair,2GVEs1sn5Q1jB1976vQoAX
1972,Joe Simon,Power Of Love,7H7zHJSHSSlyEBU0EAxmFK
1972,Harry Chapin,Taxi,7qnxmC6qdYkjcoCJCeD8Jx
1972,Bobby Vinton,Sealed With A Kiss,26mlDJoh5bQiC7efK7xq9z
1972,Todd Rundgren,I SAW THE LIGHT,5uRkew0DtfAQmv0oEYNwFF
1972,Sailcat,Motorcycle Mama,1TkgnYlGsO7nva2PF97tVM
1972,Godspell,Day By Day,0JIU2ESChzYbokTixHYK50
1972,Yes,Roundabout,0YveezON7jpiaHA8fnUHxN
1972,Jackson Browne,Doctor My Eyes,3QcuZo6WLcFkqqLmDs0d95
1972,Detroit Emeralds,Baby Let Me Take You (In My Arms),2zE47i0dZKBoSIFJGhtpG9
1972,Rick Springfield,Speak To The Sky,1Ab6nnNrcne55RYLIWu3PM
1973,Jim Croce,Bad, Bad Leroy Brown,1O0xeZrBDbq7HPREdmYUYK
1973,Roberta Flack,Killing Me Softly With His Song,3gsCAGsWr6pUm1Vy7CPPob
1973,Marvin Gaye,Let's Get It On,39l1UORIhuHvUWfxG53tRZ
1973,Elton John,Crocodile Rock,6WCeFNVAXUtNczb7lqLiZU
1973,Billy Preston,Will It Go Round In Circles,294jxC0FoNIhB2pryRLvJ3
1973,Carly Simon,You're So Vain,7ziZqJrwmPu6J52hUgZcPl
1973,Diana Ross,Touch Me In The Morning,4sIkDCqNjTubfb5UVs8lEA
1973,Vicki Lawrence,The Night The Lights Went Out In Georgia,4ZObql2ASJn1bvasBzjlyI
1973,Clint Holmes,Playground In My Mind,47mqwe2PtsHgDKGMVsPncv
1973,Helen Reddy,Delta Dawn,53RGKUb4zvhHaDCmjgUrIP
1973,Edgar Winter Group,Frankenstein,4g8ZUOxhPMXN5wVSP7gCau
1973,The Sweet,Little Willy,5yGYWR0ZTgaQbjQVq1FFbW
1973,Stevie Wonder,You Are The Sunshine Of My Life,1U64mXSOAvEaz4sRyQPNpb
1973,Cher,Half Breed,3wXatbpQ57Nb9iEBuHmolP
1973,The Isley Brothers,That Lady,46pW0poQYEb2bVaqozGO59
1973,Grand Funk Railroad,We're An American Band,3XcjIvaZVUFAIdIYZqY9bd
1973,Dr. John,Right Place, Wrong Time,4wh8Nk01pBIcnalQw34uiw
1973,Skylark,Wildflower,74HuZBVFG0pMR555KfjoVS
1973,Stevie Wonder,Superstition,6HEj9Sai2271QUgHl038mx
1973,Maureen McGovern,The Morning After,3gAdXCoPRBhIGRoa7XdyUq
1973,John Denver,Rocky Mountain High,1ne9wOtDF2jM6Cm8WBkaER
1973,Stealers Wheel,Stuck In The Middle With You,3Vby4nGmtbDo7HDJamOWkT
1973,Three Dog Night,Shambala,0P6fEgTn3cxLLyYTJYoYGj
1973,The O'Jays,Love Train,28285KFbyCq8sJofn58qlD
1973,Eddie Kendricks,Keep On Truckin',5CiOCxc3argOhj5qKNZGN0
1973,Anne Murray,Danny's Song,5lQxMlCMTzCj3j4vyzdl8T
1973,King Harvest,Dancing In The Moonlight,0q21FNwES2bbtcduB6kjEU
1973,Bloodstone,Natural High,73etijhz7pV4Wx7GTANLpq
1973,Seals & Crofts,Diamond Girl,7CQQBWqFfROA5RWyY04ifv
1973,The Doobie Brothers,Long Train Running,5etePxvVxhLnxWgQsIp7hE
1973,George Harrison,Give Me Love (Give Me Peace On Earth),5AOc66awFWaq6TL6bOHH7Z
1973,Sly & The Family Stone,If You Want Me To Stay,2BydLQAh7CUIFvSEqAMc4x
1973,Jermaine Jackson,Daddy's Home,74kxBssUzh94itBRiETIRN
1973,Gladys Knight And The Pips,Neither One Of Us (Wants To Be The First To Say Goodbye),3QgSJ9CqgLPk9B4xLdwLrS
1973,Spinners,Could It Be I'm Falling In Love,5i0urffBRKl09GSX2Jhdeh
1973,Elton John,Daniel,1BvJmtaXsqtH438BcDPeBb
1973,Gladys Knight And The Pips,Midnight Train To Georgia,7MF7QAodbGzNYav5ZfIhAY
1973,Deep Purple,Smoke On The Water,5SAUIWdZ04OxYfJFDchC7S
1973,Charlie Rich,Behind Closed Doors,6d7Jz2np6jtNaZv1DiWfJs
1973,Loggins & Messina,Your Mama Don't Dance,6rxUq1D3nrvJnipbtb1oMG
1973,Chicago,Feelin' Stronger Every Day,3hfqqSWS52Vucr4S0mLqUN
1973,War,Cisco Kid,1c0ShGrrj3m04rrOWrWFEH
1973,Wings,Live And Let Die,4tNyp5gg5LIDDsyrqTawSS
1973,Johnnie Taylor,I Believe In You,3IMyOY51YDsIEqkyK5TYDA
1973,Carpenters,Sing,386bIxJPFIr5pVuVQTZIOm
1973,Eric Weissberg & Steve Mandell,Dueling Banjos,4xxn8GDqs7RUwgZTNznXNp
1973,Stevie Wonder,Higher Ground,0dMd4rilfd6gPbXaLpNYhu
1973,Al Green,Here I Am (Come And Take Me),7rdQaivUL0YNmN6IGAvGVM
1973,Curtis Mayfield,Superfly,01MOVvCmPmnLbAePdB3N1t
1973,Edward Bear,Last Song,7cbYx1iSCstX5W0YkKDK0c
1973,Gilbert O'Sullivan,Get Down,76Iw4HiCQ2Wa1OjYmbzz7M
1973,Steely Dan,Reelin' In The Years,0GbhHQouDNE5EDSTXi1Zl5
1973,Focus,Hocus Pocus,1IuUe3A7EfJmvZH3EljtwR
1973,Carpenters,Yesterday Once More,3wM6RTAnF7IQpMFd7b9ZcL
1973,Bette Midler,Boogie Woogie Bugle Boy,7MuMALGZV3KhVA9AS9TFup
1973,Gilbert O'Sullivan,Clair,6GQ2mPseqqw66yN5IHKQ6L
1973,Steely Dan,Do It Again,2BstRQGodshjGpeDGQiNgo
1973,Paul Simon,Kodachrome,3f0U5NaD1bCk8nmKpn2ZJY
1973,Timmy Thomas,Why Can't We Live Together,5mBHcJ6yNXyYGLosWkuGqv
1973,Tower Of Power,So Very Hard To Go,55iDwZfpaU7ytsadT7BDVE
1973,The Temptations,Masterpiece,0bl73tRC1fW5WRVlpHdOaH
1973,Helen Reddy,Peaceful,1YNCi9tPJffDJHNc6at129
1973,Spinners,One Of A Kind (Love Affair),0s5lu82Sx3aymTuGdCoQK5
1973,Donna Fargo,Funny Face,4PolnByeD51J70KyfwsVTT
1973,Ohio Players,Funky Worm,6j6zSLwHRvHpfGCnZ0z55v
1973,The Rolling Stones,ANGIE,46bqF6Aqj5sgd0E7FpUFiS
1973,Lobo,Don't Expect Me To Be Your Friend,5mXxGgaqcH9KNf5K0OKd5W
1973,The Stylistics,Break Up To Make Up,3TxCVEadoqOUUxDp9gTh2H
1973,Jud Strunk,Daisy A Day,6fIyAkFRc73W3CxuxxtNdj
1973,Deodato,Also Sprach Zarathustra (2001),6ywm0ilJ9ItgXRDg0yrJP1
1973,Johnny Nash,Stir It Up,4UvXfxg1ommzERwd6JVIHv
1973,Pink Floyd,Money,0vFOzaXqZHahrZp6enQwQb
1973,War,Gypsy Man,5d8RneNSRVKapS8sD8qISf
1973,War,The World Is A Ghetto,2oMXvopfDLGmXaUK0LkkEy
1973,The Pointer Sisters,Yes We Can Can,0W6rJfu2J7isdz9BZf6iT0
1973,Edgar Winter Group,FREE RIDE,4MlXFjRO6N7NXvMqPlH35o
1973,David Bowie,Space Oddity,72Z17vmmeQKAg8bptWvpVG
1973,Albert Hammond,It Never Rains In Southern California,6tunhVGD8C05MZNjSVIsjw
1973,Donny Osmond,The Twelfth Of Never,74NGDmt0oXeXesxoUGASTz
1974,Barbra Streisand,The Way We Were,1vZTgn4JXWMahR8r99ug5H
1974,Terry Jacks,Seasons In The Sun,0X3d9gx7UDYgcwwkgTeNLR
1974,Love Unlimited Orchestra,Love's Theme,5csdrJ0JtFn0qvwlvSh2EI
1974,Redbone,Come And Get Your Love,7GVUmCP00eSsqc4tzj1sDD
1974,Jackson 5,Dancing Machine,0EcE53Y1AH8t4RHPVPrniw
1974,MFSB,Tsop,6BEWwyzvc51WyacKoxJX4S
1974,Ray Stevens,The Streak,70XWEVyyL1Ds4LOHQbgwh0
1974,Elton John,Bennie And The Jets,5Wj1rJnCLpMHdLaxsFtJLs
1974,Mac Davis,One Hell Of A Woman,7Eq6uD4xcTs4Ddmyv6Ttjs
1974,Aretha Franklin,Until You Come Back To Me (That's What I'm Gonna Do),3iX0BMs9dX9CsgrHhiB173
1974,Kool & The Gang,Jungle Boogie,3K0SJUQNbOkUprTFcwwAKN
1974,Maria Muldaur,Midnight At The Oasis,5VBcEJ4mtXTmVEJtc7hx2g
1974,The Stylistics,You Make Me Feel Brand New,00CCi9yHJh7NjXcNT565Ja
1974,Al Wilson,Show And Tell,2vhW1OmaZDYi63Da9d8R5o
1974,David Essex,Rock On,0uPIwcT6OdJ5BAJdYkxVp9
1974,John Denver,Sunshine On My Shoulders,3m8lTUL5GxGUNSaycI77ND
1974,Blue Swede,Hooked On A Feeling,6Ac4NVYYl2U73QiTt11ZKd
1974,Paul McCartney And Wings,Band On The Run,1H4idkmruFoJBg1DvUv2tY
1974,Charlie Rich,The Most Beautiful Girl,542C7PqR1oEfl63hlhQO4V
1974,Jim Croce,Time In A Bottle,561F1zqRwGPCTMRsLsXVtL
1974,John Denver,ANNIE'S SONG,4J0DbyODwZJcmIAiTSJfMF
1974,Olivia Newton-John,Let Me Be There,5xWouoFr2cBudxLuTy4jfA
1974,Gordon Lightfoot,Sundown,0im15ZtnzQerLwg4i6cVyh
1974,Andy Kim,Rock Me Gently,1Q8u4Pxxg9JHKKkqyvN0YG
1974,Eddie Kendricks,Boogie Down,1hjZbd4ZlaCQhEpuyADSyb
1974,Ringo Starr,You're Sixteen,4MAxWahEbzU8m4bD6mSZg9
1974,Olivia Newton-John,If You Love Me (let Me Know),2xA8osZZZThsz8txI54nqn
1974,Cher,Dark Lady,1MXnMdktScmuPOWhXe9kHw
1974,Roberta Flack,Feel Like Makin' Love,7gkboYtvhuXNS4EUwmFPcw
1974,The Main Ingredient,Just Don't Want To Be Lonely,2blyf1qXCNedBbfRLgdsU5
1974,Billy Preston,Nothing From Nothing,72PoJMDfdaw9gGECgA9kTZ
1974,Carpenters,Top Of The World,1Ehdm1PDlKrdfyBsjwEvd1
1974,The Steve Miller Band,THE JOKER,6SU8MszG09tRLQAikHr9OS
1974,Gladys Knight And The Pips,I've Got To Use My Imagination,5r3q5qzU1LoxfORgwuvLCa
1974,Three Dog Night,The Show Must Go On,25HkrlrxZIigR7Q60FYKie
1974,Stevie Wonder,Living For The City,0LvenS6pvoYQCrBZu4O0OF
1974,Dionne Warwick And The Spinners,Then Came You,3sFgcM3PVMvJ95n7mQJTU4
1974,Paper Lace,The Night Chicago Died,4f4RRYN3R7glPElFjeoUnC
1974,Marvin Hamlisch,The Entertainer,3qq7parQQaohn9N7qKrKtE
1974,ABBA,Waterloo,3Dy4REq8O09IlgiwuHQ3sk
1974,The Hollies,The Air That I Breathe,6yLIqXX9edg1x0HZS7cZEv
1974,Steely Dan,Rikki Don't Lose That Number,18a9EGG4xhRELv7bgAw5hb
1974,Joni Mitchell,Help Me,0tVzXGFyNPusa1VkHmYDLd
1974,Anne Murray,You Won't See Me,22QLjELWmorybFaEvm5pX2
1974,Helen Reddy,You And Me Against The World,4YnMQa8eznnFtYPfmbY1UP
1974,William DeVaughn,Be Thankful For What You Got,7pN8GMLw3prWFn5nvJRM6O
1974,Johnny Bristol,Hang On In There Baby,4RYNJVKgNpwSZguajVfsef
1974,Mocedades,Eres Tu (Touch The Wind),3cf5jnygf67JWEBBCbsg0F
1974,Golden Earring,Radar Love,4Zau4QvgyxWiWQ5KQrwL43
1974,Dave Loggins,Please Come To Boston,11AtoxiDXb1lJaplZEKxx3
1974,Wet Willie,Keep On Smilin',2Z9F5t22WSwU4v74NJ1x1D
1974,Bobby Womack,Lookin' For A Love,0M6W7eZ1FWKcFFFtzAxjzO
1974,The O'Jays,Put Your Hands Together,57yGqjGKJUIzgKWdIZo9aR
1974,Gladys Knight And The Pips,On And On,3QgSJ9CqgLPk9B4xLdwLrS
1974,Cat Stevens,Oh Very Young,7eiNxeOC8dvYAJWgTOu6xn
1974,Helen Reddy,Leave Me Alone (ruby Red Dress),1Am9G7F2qJq4EtD65ALTEf
1974,Elton John,Goodbye Yellow Brick Road,4IRHwIZHzlHT1FQpRa5RdE
