0.581,0.624,9,-8.346,1,0.0777,0.0987,0,0.0411,0.637,139.714,4vO9dmzNRqDhFY3jD1a3P7
0.67,0.595,1,-18.148,1,0.123,0.581,0,0.158,0.852,116.421,2W93VKSfWw1evp7FSbHNd1
0.627,0.544,4,-11.436,1,0.029,0.0859,0,0.152,0.877,129.851,4VnzKUBMB6cvog8Jvv1few
0.553,0.892,11,-5.392,1,0.0517,0.158,0.000457,0.315,0.394,137.187,4zyIjRQy1VruJmtocTxJ3D
0.42,0.729,1,-9.849,1,0.0817,0.483,0.00295,0.0369,0.795,107.751,5XGx66mt1T7InKGOQWvRR1
0.533,0.567,10,-13.743,1,0.0539,0.549,2.61e-06,0.177,0.658,120.157,2sHahlW8ib7C7GkuV39tKR
0.663,0.822,5,-13.119,0,0.059,0.199,8.69e-06,0.0626,0.818,108.94,5kx4xMErn45NZvEChKiqdo
0.369,0.291,5,-13.149,1,0.0344,0.718,0.000169,0.131,0.258,142.82,58M0NPuQLw5RXso2Sx3ty5
0.676,0.339,1,-13.805,1,0.0509,0.717,9.77e-06,0.109,0.756,136.882,1MHgV79MSYE6ymNlGa3bRY
0.692,0.493,9,-9.662,0,0.0325,0.0934,0.00166,0.128,0.28,86.644,3cg0dJfrQB66Qf2YthPb6G
0.448,0.558,0,-5.482,1,0.0299,0.191,0.000735,0.276,0.537,112.742,2eot2orcEQn5wR11DSVcbO
0.517,0.375,7,-11.527,1,0.0341,0.682,1.28e-06,0.458,0.306,118.391,1JEFsHZxUy24AvyC49GKVj
0.591,0.726,2,-13.545,1,0.0315,0.0384,2.49e-06,0.119,0.968,129.057,1VZ04sZSpTet7wVMyZphA8
0.335,0.262,4,-13.832,1,0.0393,0.548,0,0.0971,0.203,68.82,1jy0RbDHyBMTupSdc98XbG
0.302,0.521,7,-5.391,1,0.0354,0.72,4.74e-06,0.123,0.364,101.814,6SvOdNsEfi7EDB0oFtH3YG
0.425,0.242,0,-15.424,1,0.0267,0.88,0.0118,0.195,0.477,92.472,39Bd345OWEhRNyfayhp9gv
0.749,0.39,7,-9.16,1,0.0447,0.506,0.322,0.126,0.595,98.112,3WTAXzXvfkJv70KWRtnG40
0.691,0.633,5,-11.834,0,0.0344,0.00648,0.0464,0.0734,0.966,95.952,6OqrD7gGlfAxyFWLBaubDZ
0.78,0.55,4,-6.509,0,0.0329,0.287,0,0.101,0.925,131.455,7tZrbBY6GGBf9d7EhjmasH
0.633,0.934,0,-3.594,1,0.0344,0.219,0.00021,0.0592,0.963,128.606,61UuPxxYUvacEH6SHIK3sU
0.695,0.282,9,-15.359,1,0.0295,0.681,0.0267,0.0767,0.445,91.681,69l8nFPu0LWmnoJX7YSVYc
0.886,0.491,8,-12.589,1,0.171,0.29,2.46e-06,0.229,0.971,93.236,2Bls0igCm79XQQ95IoUbhq
0.788,0.865,0,-9.729,1,0.0575,0.131,1.58e-05,0.0238,0.947,109.081,0X2ckklp0uln3TRUH7JTpN
0.564,0.357,1,-12.752,1,0.0326,0.558,0,0.233,0.477,129.242,0uHYplBhwLYey7f9qAmnSM
0.462,0.823,1,-6.355,0,0.0801,0.435,0,0.53,0.782,101.472,6fTfSdpRLafrc8M3bhnAwf
0.451,0.768,2,-8.183,1,0.119,0.656,0,0.181,0.575,154.02,2HvrMTzyHBRCeNyoMJfvHP
0.451,0.921,11,-8.298,0,0.278,0.158,0.000358,0.474,0.525,119.326,2n55LeurWJCZAQOgKvNJDn
0.738,0.723,2,-10.356,1,0.0728,0.4,0.00134,0.0166,0.95,105.541,7zVZF0OgDJkFJohnlKwEpa
0.306,0.253,8,-11.177,1,0.0294,0.728,4.89e-05,0.138,0.171,83.175,1Gv6f7m5ZNDcInxGA8PsLS
0.833,0.475,9,-14.951,1,0.0403,0.0489,0.000104,0.0759,0.978,136.384,7fwa5I8SycGBpw2jOZ0L7m
0.307,0.237,7,-13.437,1,0.0304,0.879,1.65e-05,0.0871,0.194,135.6,5llfFWv1tH61nENrsjg3KZ
0.612,0.24,9,-12.821,1,0.033,0.745,7.86e-05,0.115,0.223,122.565,57ct8jKi6trntXiRV0NnXi
0.559,0.35,8,-12.01,1,0.0245,0.605,0.000443,0.102,0.413,78.035,2XWmbwp9FBAaFcSE9BLQzc
0.528,0.658,2,-11.751,1,0.0386,0.565,0.000843,0.385,0.909,165.796,59Rn3cbfrBjhHzXTG9BcUT
0.596,0.514,0,-11.504,1,0.0287,0.0582,0,0.0805,0.964,130.553,5TBn5BUiC731JytZDUZZmp
0.609,0.624,7,-11.717,1,0.0292,0.0396,0.000168,0.277,0.691,123.191,4RFqi5JQduiSlRZCVlUDGH
0.444,0.757,11,-6.884,0,0.0541,0.699,0,0.329,0.554,154.26,3cq6mwsjgygbwRIi9wVPGv
0.641,0.74,6,-8.425,1,0.118,0.249,0,0.281,0.914,152.939,5lYpHO6ZO4Shys3GD8rav6
0.4,0.0897,0,-19.012,1,0.0288,0.938,0.000521,0.0847,0.24,70.387,4jkn5PRfAJoKfXF0OPL7n7
0.565,0.404,9,-10.969,0,0.0448,0.302,0,0.125,0.675,123.804,6Axz5VSkc4Bs8eXWQxnynE
0.66,0.619,2,-12.577,1,0.0466,0.235,0.00793,0.0828,0.913,115.419,0sQ594D1EuU66VDdtHBE6j
0.501,0.302,10,-12.529,1,0.033,0.758,0.000267,0.0888,0.386,77.836,5YD86vWLu1YqR818b1GADO
0.68,0.519,1,-11.437,0,0.066,0.0504,1.13e-05,0.197,0.667,114.533,5KcWjNtUm8gnNEMsfAYxlt
0.608,0.45,2,-10.421,1,0.174,0.47,1.73e-06,0.0432,0.705,97.581,3adwX4QxU4MvOotGqCqS7O
0.696,0.736,7,-7.283,1,0.048,0.255,0,0.117,0.917,88.133,52SCT6ImFklqEhH21lgErO
0.388,0.176,9,-16.952,1,0.0299,0.912,0.000336,0.0977,0.342,97.628,40W8Mm9t3ZO1iNQlls35lL
0.814,0.452,11,-12.477,0,0.0305,0.0292,2.99e-05,0.0989,0.738,104.093,5R84QoGVQuD4dP8Xyh0rtQ
0.435,0.929,9,-7.7,1,0.235,0.105,1.58e-06,0.015,0.65,175.448,4iW98ZK1gNzcXmQ5TgTD9X
0.669,0.533,0,-14.096,1,0.0273,0.261,0,0.156,0.847,92.273,3zCzffrOzTrqXggqCouSlT
0.664,0.334,7,-15.441,1,0.0408,0.211,0.744,0.155,0.897,100.248,3AeCHET2y2TIF3z4EFJElR
0.52,0.394,2,-15.374,0,0.0278,0.4,0.0499,0.0917,0.674,107.616,4NLKJfFJl19CnJaEGMGjhl
0.484,0.509,0,-9.412,1,0.0357,0.367,0.000686,0.112,0.549,151.937,2aC12k76VBnxD629rmimR6
0.673,0.569,11,-13.137,1,0.0406,0.245,3.55e-05,0.951,0.735,122.432,2AAlmeU8WV5xQOP5oNFrRi
0.913,0.481,11,-8.459,1,0.0998,0.392,7.48e-05,0.0279,0.878,103.62,0gtTfaz5zzbJA28Ypu7k0W
0.506,0.401,2,-11.96,1,0.033,0.474,0.00191,0.358,0.567,90.259,6UWyHvsLmA1sRv1wwJORM2
0.595,0.34,7,-15.214,0,0.0332,0.787,0.179,0.104,0.79,119.859,7IwFA0HPOBCoQT5qzP0jDN
0.192,0.263,3,-11.83,1,0.0332,0.945,0,0.203,0.196,87.747,2OUlsjE0UMxMSaU9l2avEi
0.334,0.24,0,-14.5,0,0.0327,0.662,8.35e-05,0.634,0.37,94.254,7uLKyipL5WfndsHMRSGEUS
0.719,0.486,5,-9.489,0,0.0538,0.119,3.19e-05,0.0718,0.824,141.515,4hSrsPJxHOrGTD6I3HcCRe
0.634,0.819,5,-6.786,0,0.048,0.359,4.98e-06,0.18,0.931,104.517,20a2Sdul23BOafd2X37Dlv
0.584,0.552,11,-12.36,0,0.0341,0.281,0,0.0842,0.71,137.587,4NfNr2aOxfZkkDHue5gjKf
0.482,0.541,6,-8.729,1,0.0531,0.65,0.0408,0.584,0.555,75.219,6P9lrRZcQIUWiuOxff3khD
0.518,0.304,3,-11.816,1,0.0297,0.872,0.00221,0.123,0.394,135.366,3bwgcbZwEVnRP0JMwKVYCa
0.68,0.446,2,-17.465,1,0.0334,0.0591,0.00744,0.339,0.455,135.231,2B3FcoKDhFmoM09tDlGBr9
0.692,0.629,10,-10.714,1,0.0401,0.113,0,0.0251,0.956,126.5,2MtvFTVy5qjzKe6ytzfcBv
0.503,0.62,0,-7.265,0,0.0364,0.22,2.29e-06,0.0778,0.736,156.243,0EocUlMbfRJlO1ieFjgZGB
0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,14XWXWv5FoCbFzLksawpEe
0.276,0.254,5,-17.086,0,0.0329,0.345,0.164,0.45,0.361,140.674,43qhyYc23jLct4VYPF8RrJ
0.56,0.461,8,-8.843,0,0.0335,0.632,3.97e-05,0.152,0.629,172.278,37HoqE8VxehSXvthcEGOhO
0.392,0.185,4,-15.472,1,0.0285,0.612,2.89e-06,0.0695,0.145,64.933,6MrILERJLA3Jcq0E9poZsp
0.84,0.856,8,-11.277,1,0.328,0.182,0.000297,0.306,0.763,93.41,3t5caUWBhKDgy1ypsxRcg4
0.619,0.22,0,-13.843,1,0.0672,0.782,1.19e-05,0.124,0.426,75.143,3M8FzayQWtkvOhqMn2V4T2
0.495,0.307,9,-18.168,1,0.0403,0.26,5.21e-05,0.103,0.802,80.97,4z51Gf7Ppt9Lmu5zmnUIz9
0.703,0.292,1,-10.924,1,0.036,0.805,3.76e-06,0.08,0.855,84.032,7da5B9d2oVV16YSzXVxmrR
0.541,0.305,5,-14.475,1,0.0385,0.826,2.29e-06,0.148,0.515,146.596,3QCATKyR7mzqvQB750qNxs
0.726,0.488,5,-10.16,1,0.0591,0.454,0.00145,0.0437,0.57,101.882,2urwWshyKW7dlNCsf8H005
0.716,0.625,1,-11.369,0,0.0601,0.396,1.97e-05,0.134,0.826,125.276,2BY7ALEWdloFHgQZG6VMLA
0.558,0.455,9,-9.744,1,0.0318,0.748,4.2e-06,0.177,0.45,72.348,1clImNojym4goNxc3Sbdd2
0.703,0.531,9,-14.11,1,0.0292,0.233,1.59e-05,0.0701,0.84,120.048,2F2kEqXxjIDu12u4KbLjQC
0.767,0.517,4,-9.908,1,0.195,0.791,0.000186,0.078,0.846,144.322,2L8mIvM1OwkJyGb3WwDFT3
0.541,0.459,4,-10.433,0,0.0297,0.189,0.0274,0.099,0.803,171.165,1Q1b8eVkUPGlpSArl8JAVw
0.846,0.595,0,-8.372,1,0.0439,0.0904,1.96e-06,0.063,0.78,101.632,5YLnfy7R2kueN0BRPkjiEG
0.342,0.226,5,-7.9,1,0.0285,0.823,4.2e-05,0.0969,0.306,136.454,0dbktYplxjma3AHQAgCzCz
0.676,0.625,4,-8.747,0,0.0729,0.144,0.00658,0.0796,0.655,90.999,1jcTfIiBUz35bBqgHYItP6
0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,54eZmuggBFJbV7k248bTTt
0.556,0.327,0,-15.612,1,0.0311,0.467,1.32e-05,0.318,0.327,108.913,4FZ8wtTaOAbYvyChBt4GEQ
0.784,0.626,11,-14.617,0,0.0572,0.0425,0.703,0.0645,0.952,136.886,6Z5wWOqBfk4G3bP1KF2Vbj
0.485,0.641,3,-8.752,1,0.0418,0.704,9.92e-05,0.159,0.855,168.645,3DkqEHCCqlkknDfksHWWu0
0.203,0.401,9,-12.341,1,0.0339,0.434,0,0.1,0.17,201.467,7uuM0HwvCG20e5ttu6ugmP
0.195,0.483,4,-4.991,0,0.03,0.465,0.497,0.0686,0.173,84.71,6L5BZEcZmD6RBJnimzlyKr
0.305,0.849,9,-4.892,1,0.0999,0.548,0.000134,0.0995,0.555,134.287,75GQIYnRaBg7ndHxhfYuQy
0.52,0.747,7,-6.225,1,0.0566,0.559,0,0.683,0.888,115.067,2jimSjUJX6iWaDnsCeHgiS
0.692,0.788,0,-7.752,0,0.0513,0.00104,0.000977,0.0655,0.79,123.526,4TprbCwmUDKUskRD6KCSGs
0.705,0.359,10,-15.388,1,0.0649,0.335,0,0.0968,0.837,125.31,3Xd39NB1rifow2RDNVgSFp
0.399,0.686,5,-7.112,1,0.0311,0.109,0.000874,0.112,0.377,101.806,2XKW8CH8nRZH9cF2DNjBHN
0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,3gdewACMIVMEWVbyb8O9sY
0.626,0.704,10,-9.046,1,0.111,0.297,1.48e-05,0.323,0.968,173.277,2aadUB2b4hugbdIPU8Aypk
0.676,0.463,9,-13.155,1,0.0306,0.309,0,0.288,0.91,121.923,6DqNZJ4hhBYd8qj9WbpSTJ
0.696,0.631,11,-15.944,0,0.0821,0.404,0.89,0.148,0.641,118.966,1P8lIrb4yLlg1nzAjhhcfi
0.424,0.321,7,-13.162,1,0.0312,0.622,0.0196,0.0903,0.405,133.126,3BqqF8suAIzW8655yJfcvh
0.781,0.367,2,-15.957,1,0.0767,0.482,3.94e-05,0.127,0.784,144.04,7pzVg3DrKbo8JMJFCHsMQ9
0.703,0.472,7,-15.271,1,0.0341,0.291,9.55e-05,0.166,0.968,122.144,2FS9HJtu9giWPwVyMk0KFw
0.66,0.748,2,-11.206,1,0.0284,0.0993,0.00585,0.283,0.972,143.549,7zMUCLm1TN9o9JlLISztxO
0.865,0.652,5,-9.046,1,0.143,0.566,0.000919,0.0833,0.829,90.081,6uqTETWok9npbL4c9cuLVh
0.502,0.488,7,-12.265,1,0.0261,0.3,0.128,0.319,0.74,89.279,3vfIv3pvYlLOa0wKIEuqFn
0.365,0.338,2,-13.406,1,0.0322,0.735,0,0.104,0.446,79.241,52VIdyKqp1pJRSyUQaxKUA
0.421,0.514,8,-9.52,0,0.049,0.591,8.97e-05,0.337,0.564,145.653,6aKFAhG7hCy71wLDMKjP5G
0.499,0.588,0,-9.375,0,0.0421,0.424,0.00181,0.508,0.539,96.865,6v00ytVTUOSemGEgJscyE3
0.552,0.386,8,-15.39,1,0.0279,0.252,2.78e-06,0.0954,0.583,114.969,65ADTP6Q8mratfOIeKHp7e
0.788,0.748,9,-6.907,1,0.0306,0.451,0.00408,0.104,0.845,121.047,0tK1Ya57nOsgD0nGndjpdI
0.712,0.632,9,-7.704,1,0.0334,0.112,0,0.0648,0.764,119.931,5vZ1BKMSLgrxxPYGMR904n
0.567,0.408,0,-12.082,1,0.0318,0.563,0.0173,0.579,0.46,101.738,7muRC5R9vqXncuEL2YMs0n
0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,2kkvB3RNRzwjFdGhaUA0tz
0.463,0.273,0,-15.364,0,0.074,0.907,0.000367,0.101,0.293,146.426,7L4G39PVgMfaeHRyi1ML7y
0.688,0.577,11,-12.093,1,0.0292,0.493,1.04e-05,0.528,0.961,109.077,4XcUADpOth9Wroq5EVMFJq
0.341,0.325,4,-9.421,1,0.038,0.765,0,0.3,0.292,93.265,4wGKFjv7PUEZJsRk79wNKu
0.653,0.494,5,-14.79,1,0.102,0.389,1.46e-06,0.0677,0.905,137.463,4o5GyaeGMgDsrclBsL3au7
0.503,0.476,0,-9.577,1,0.0307,0.103,0,0.138,0.402,117.031,2yb8jAFj1cOj3CBI66jN78
0.414,0.681,1,-3.992,1,0.036,0.612,7.98e-06,0.248,0.538,102.338,7HWH4kGaHR3ZwKNFPT4dSW
0.705,0.581,11,-11.379,0,0.0455,0.607,1.52e-05,0.117,0.967,163.24,5yrsBzgHkfu2idkl2ILQis
0.696,0.791,4,-13.056,1,0.22,0.296,0,0.318,0.965,130.246,2sZjmnS1BSoc1svOu5P8LM
0.487,0.696,7,-12.899,1,0.0411,0.29,0.921,0.187,0.825,128.15,5xwmLfRd5kLb6XohkIqNV2
0.61,0.297,2,-14.956,1,0.0304,0.838,9.16e-06,0.107,0.543,99.963,0rLRrCTqWVMgv1DpMBSezw
0.525,0.637,9,-11.181,1,0.0295,0.438,0.000315,0.217,0.772,89.273,1ea0gxqYCcI6sGXrqyCb8I
0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,5Z8EDau8uNcP1E8JvmfkZe
0.668,0.76,7,-6.831,1,0.034,0.137,0,0.0803,0.61,114.378,4OJFkrRQqol4FsPesF8eu4
0.603,0.448,9,-10.552,0,0.0927,0.388,0.0172,0.103,0.522,119.715,0ccQoLBxhOTg6PYUIoSix9
0.758,0.586,11,-13.461,0,0.056,0.033,0.0028,0.0743,0.947,154.629,4gRA0i5sxx3jAhHaVjPnUN
0.819,0.605,2,-13.83,0,0.132,0.669,0.0163,0.199,0.797,108.892,2GVEs1sn5Q1jB1976vQoAX
0.828,0.674,0,-7.216,1,0.0499,0.244,0,0.455,0.969,110.722,7H7zHJSHSSlyEBU0EAxmFK
0.599,0.427,7,-11.075,1,0.0312,0.545,9.65e-06,0.0609,0.484,118.714,7qnxmC6qdYkjcoCJCeD8Jx
0.414,0.317,5,-12.9,0,0.026,0.678,2.56e-05,0.213,0.673,86.111,26mlDJoh5bQiC7efK7xq9z
0.504,0.673,0,-11.834,0,0.0336,0.214,2.29e-06,0.171,0.581,120.418,5uRkew0DtfAQmv0oEYNwFF
0.687,0.154,4,-24.336,1,0.0649,0.936,0.44,0.089,0.733,121.293,1TkgnYlGsO7nva2PF97tVM
0.444,0.514,0,-9.882,1,0.0501,0.608,0,0.327,0.373,140.348,0JIU2ESChzYbokTixHYK50
0.41,0.761,4,-9.453,0,0.0687,0.0685,0.00772,0.0758,0.392,132.923,0YveezON7jpiaHA8fnUHxN
0.48,0.626,5,-8.406,1,0.0294,0.266,5.7e-05,0.0857,0.542,75.63,3QcuZo6WLcFkqqLmDs0d95
0.564,0.495,6,-9.129,0,0.0463,0.227,0.000113,0.0685,0.5,81.58,2zE47i0dZKBoSIFJGhtpG9
0.693,0.516,1,-13.563,1,0.0606,0.363,0,0.0972,0.528,91.681,1Ab6nnNrcne55RYLIWu3PM
0.476,0.381,5,-10.238,0,0.0342,0.727,0,0.0614,0.33,121.948,3gsCAGsWr6pUm1Vy7CPPob
0.539,0.599,3,-10.638,1,0.0483,0.0375,0,0.0754,0.636,167.7,39l1UORIhuHvUWfxG53tRZ
0.621,0.8,4,-7.284,0,0.0344,0.0263,1.51e-05,0.0591,0.968,149.91,6WCeFNVAXUtNczb7lqLiZU
0.658,0.882,1,-7.885,1,0.0302,0.23,2.96e-05,0.358,0.887,98.478,294jxC0FoNIhB2pryRLvJ3
0.665,0.594,0,-10.638,1,0.0293,0.0969,1.16e-05,0.0818,0.749,105.934,7ziZqJrwmPu6J52hUgZcPl
0.355,0.615,6,-7.21,1,0.0314,0.454,0,0.0477,0.603,137.19,4sIkDCqNjTubfb5UVs8lEA
0.457,0.406,5,-13.51,0,0.168,0.852,0,0.138,0.613,173.012,4ZObql2ASJn1bvasBzjlyI
0.806,0.516,3,-8.789,1,0.0317,0.396,5.77e-05,0.154,0.859,102.057,47mqwe2PtsHgDKGMVsPncv
0.48,0.818,7,-8.361,1,0.101,0.462,0,0.365,0.794,157.276,53RGKUb4zvhHaDCmjgUrIP
0.628,0.669,2,-14.636,0,0.0932,0.0901,0.898,0.237,0.5,96.152,4g8ZUOxhPMXN5wVSP7gCau
0.662,0.772,11,-7.135,1,0.0356,0.332,1.22e-06,0.314,0.914,127.025,5yGYWR0ZTgaQbjQVq1FFbW
0.465,0.58,11,-11.36,1,0.0419,0.763,3.49e-06,0.115,0.749,131.799,1U64mXSOAvEaz4sRyQPNpb
0.401,0.493,9,-11.582,0,0.0415,0.542,0,0.331,0.921,205.609,3wXatbpQ57Nb9iEBuHmolP
0.344,0.769,5,-9.112,0,0.0606,0.261,0.000122,0.335,0.923,126.318,46pW0poQYEb2bVaqozGO59
0.637,0.89,7,-4.872,1,0.0677,0.119,6.72e-05,0.103,0.923,127.689,3XcjIvaZVUFAIdIYZqY9bd
0.67,0.363,5,-9.378,1,0.0275,0.735,9.19e-06,0.116,0.398,124.938,74HuZBVFG0pMR555KfjoVS
0.611,0.583,1,-14.182,1,0.0668,0.057,0.0195,0.0857,0.877,100.82,6HEj9Sai2271QUgHl038mx
0.392,0.449,11,-9.096,1,0.0277,0.518,0,0.431,0.398,80.223,3gAdXCoPRBhIGRoa7XdyUq
0.455,0.437,4,-11.411,1,0.0278,0.314,0,0.501,0.724,81.396,1ne9wOtDF2jM6Cm8WBkaER
0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,3Vby4nGmtbDo7HDJamOWkT
0.551,0.62,9,-11.464,1,0.0348,0.64,0.00147,0.559,0.834,127.495,0P6fEgTn3cxLLyYTJYoYGj
0.743,0.572,0,-9.627,1,0.0493,0.186,1.44e-05,0.163,0.675,122.658,28285KFbyCq8sJofn58qlD
0.45,0.81,1,-9.762,1,0.0472,0.122,0.00963,0.0412,0.86,101.568,5CiOCxc3argOhj5qKNZGN0
0.512,0.379,11,-12.251,0,0.0299,0.418,1.09e-05,0.0967,0.522,144.687,5lQxMlCMTzCj3j4vyzdl8T
0.657,0.435,10,-15.707,1,0.0552,0.739,0,0.167,0.771,135.975,0q21FNwES2bbtcduB6kjEU
0.332,0.371,4,-9.884,1,0.0396,0.729,0.00021,0.176,0.375,173.273,73etijhz7pV4Wx7GTANLpq
0.575,0.386,4,-12.012,0,0.0319,0.463,0.00176,0.0576,0.414,138.467,7CQQBWqFfROA5RWyY04ifv
